ID,Sales
T1188456,21949.2941407609
T1188457,24981.740077326893
T1188458,34396.38874665431
T1188459,58770.17539577555
T1188460,19591.78602773915
T1188461,44754.315764435014
T1188462,34396.38874665431
T1188463,19591.78602773915
T1188464,48412.248377994845
T1188465,34396.38874665431
T1188466,30019.487311319077
T1188467,24629.533261731332
T1188468,34396.38874665431
T1188469,34396.38874665431
T1188470,19591.78602773915
T1188471,34396.38874665431
T1188472,39286.466762484415
T1188473,39286.466762484415
T1188474,44754.315764435014
T1188475,19591.78602773915
T1188476,44754.315764435014
T1188477,34396.38874665431
T1188478,34396.38874665431
T1188479,19591.78602773915
T1188480,44754.315764435014
T1188481,49644.39378026512
T1188482,39286.466762484415
T1188483,49644.39378026512
T1188484,49644.39378026512
T1188485,24981.740077326893
T1188486,19591.78602773915
T1188487,34909.56532714918
T1188488,34396.38874665431
T1188489,34396.38874665431
T1188490,49644.39378026512
T1188491,34396.38874665431
T1188492,30019.487311319077
T1188493,30019.487311319077
T1188494,49644.39378026512
T1188495,26987.041374753087
T1188496,44754.315764435014
T1188497,24629.533261731332
T1188498,34396.38874665431
T1188499,34396.38874665431
T1188500,58770.17539577555
T1188501,30019.487311319077
T1188502,34396.38874665431
T1188503,30019.487311319077
T1188504,30019.487311319077
T1188505,30019.487311319077
T1188506,48412.248377994845
T1188507,34396.38874665431
T1188508,34396.38874665431
T1188509,26987.041374753087
T1188510,34396.38874665431
T1188511,30019.487311319077
T1188512,39286.466762484415
T1188513,29358.64151266212
T1188514,34396.38874665431
T1188515,58770.17539577555
T1188516,34396.38874665431
T1188517,48412.248377994845
T1188518,34396.38874665431
T1188519,48412.248377994845
T1188520,19591.78602773915
T1188521,49644.39378026512
T1188522,34396.38874665431
T1188523,24981.740077326893
T1188524,39286.466762484415
T1188525,58770.17539577555
T1188526,24981.740077326893
T1188527,34396.38874665431
T1188528,29358.64151266212
T1188529,48412.248377994845
T1188530,34396.38874665431
T1188531,49644.39378026512
T1188532,34396.38874665431
T1188533,34396.38874665431
T1188534,34396.38874665431
T1188535,58770.17539577555
T1188536,58770.17539577555
T1188537,58770.17539577555
T1188538,58770.17539577555
T1188539,44754.315764435014
T1188540,39286.466762484415
T1188541,34396.38874665431
T1188542,58770.17539577555
T1188543,34396.38874665431
T1188544,34396.38874665431
T1188545,34396.38874665431
T1188546,26987.041374753087
T1188547,34396.38874665431
T1188548,49644.39378026512
T1188549,24981.740077326893
T1188550,34396.38874665431
T1188551,34396.38874665431
T1188552,19591.78602773915
T1188553,34396.38874665431
T1188554,58770.17539577555
T1188555,34396.38874665431
T1188556,58770.17539577555
T1188557,19591.78602773915
T1188558,26987.041374753087
T1188559,34396.38874665431
T1188560,34396.38874665431
T1188561,39286.466762484415
T1188562,26987.041374753087
T1188563,34396.38874665431
T1188564,58770.17539577555
T1188565,39286.466762484415
T1188566,39286.466762484415
T1188567,48412.248377994845
T1188568,19591.78602773915
T1188569,34396.38874665431
T1188570,34396.38874665431
T1188571,26987.041374753087
T1188572,58770.17539577555
T1188573,30019.487311319077
T1188574,34396.38874665431
T1188575,34396.38874665431
T1188576,58770.17539577555
T1188577,34396.38874665431
T1188578,30019.487311319077
T1188579,34396.38874665431
T1188580,34396.38874665431
T1188581,30019.487311319077
T1188582,24981.740077326893
T1188583,30019.487311319077
T1188584,26987.041374753087
T1188585,70863.00710039078
T1188586,34396.38874665431
T1188587,48412.248377994845
T1188588,30019.487311319077
T1188589,24629.533261731332
T1188590,34396.38874665431
T1188591,24629.533261731332
T1188592,31684.617732354374
T1188593,19591.78602773915
T1188594,58770.17539577555
T1188595,30019.487311319077
T1188596,34396.38874665431
T1188597,70863.00710039078
T1188598,58770.17539577555
T1188599,51379.29846709964
T1188600,30019.487311319077
T1188601,39286.466762484415
T1188602,24981.740077326893
T1188603,70863.00710039078
T1188604,34396.38874665431
T1188605,48412.248377994845
T1188606,24981.740077326893
T1188607,48412.248377994845
T1188608,39286.466762484415
T1188609,24981.740077326893
T1188610,58770.17539577555
T1188611,26987.041374753087
T1188612,44754.315764435014
T1188613,48412.248377994845
T1188614,58770.17539577555
T1188615,30019.487311319077
T1188616,58770.17539577555
T1188617,26987.041374753087
T1188618,49644.39378026512
T1188619,19591.78602773915
T1188620,34396.38874665431
T1188621,30019.487311319077
T1188622,34396.38874665431
T1188623,48412.248377994845
T1188624,21949.2941407609
T1188625,58770.17539577555
T1188626,34396.38874665431
T1188627,34396.38874665431
T1188628,39286.466762484415
T1188629,30019.487311319077
T1188630,34396.38874665431
T1188631,26987.041374753087
T1188632,39286.466762484415
T1188633,34396.38874665431
T1188634,30019.487311319077
T1188635,39286.466762484415
T1188636,26987.041374753087
T1188637,48412.248377994845
T1188638,30019.487311319077
T1188639,58770.17539577555
T1188640,21949.2941407609
T1188641,34396.38874665431
T1188642,34909.56532714918
T1188643,39286.466762484415
T1188644,24981.740077326893
T1188645,29358.64151266212
T1188646,30019.487311319077
T1188647,30019.487311319077
T1188648,34396.38874665431
T1188649,24981.740077326893
T1188650,29358.64151266212
T1188651,30019.487311319077
T1188652,60505.080082610075
T1188653,48412.248377994845
T1188654,34396.38874665431
T1188655,24629.533261731332
T1188656,44754.315764435014
T1188657,39286.466762484415
T1188658,39286.466762484415
T1188659,48412.248377994845
T1188660,30019.487311319077
T1188661,58770.17539577555
T1188662,58770.17539577555
T1188663,34396.38874665431
T1188664,19591.78602773915
T1188665,34396.38874665431
T1188666,49644.39378026512
T1188667,34396.38874665431
T1188668,58770.17539577555
T1188669,58770.17539577555
T1188670,58770.17539577555
T1188671,58770.17539577555
T1188672,58770.17539577555
T1188673,58770.17539577555
T1188674,34396.38874665431
T1188675,48412.248377994845
T1188676,34396.38874665431
T1188677,24981.740077326893
T1188678,46489.22045126953
T1188679,58770.17539577555
T1188680,21949.2941407609
T1188681,24981.740077326893
T1188682,49644.39378026512
T1188683,39286.466762484415
T1188684,21949.2941407609
T1188685,58770.17539577555
T1188686,34396.38874665431
T1188687,48412.248377994845
T1188688,30019.487311319077
T1188689,48412.248377994845
T1188690,34396.38874665431
T1188691,49644.39378026512
T1188692,34396.38874665431
T1188693,58770.17539577555
T1188694,21949.2941407609
T1188695,26987.041374753087
T1188696,44754.315764435014
T1188697,30019.487311319077
T1188698,58770.17539577555
T1188699,58770.17539577555
T1188700,44754.315764435014
T1188701,24981.740077326893
T1188702,60505.080082610075
T1188703,24629.533261731332
T1188704,34396.38874665431
T1188705,58770.17539577555
T1188706,58770.17539577555
T1188707,34396.38874665431
T1188708,21949.2941407609
T1188709,49644.39378026512
T1188710,58770.17539577555
T1188711,39286.466762484415
T1188712,26987.041374753087
T1188713,58770.17539577555
T1188714,34396.38874665431
T1188715,30019.487311319077
T1188716,19591.78602773915
T1188717,58770.17539577555
T1188718,34396.38874665431
T1188719,34396.38874665431
T1188720,19591.78602773915
T1188721,21949.2941407609
T1188722,58770.17539577555
T1188723,58770.17539577555
T1188724,19591.78602773915
T1188725,34396.38874665431
T1188726,44754.315764435014
T1188727,34396.38874665431
T1188728,49644.39378026512
T1188729,34396.38874665431
T1188730,39286.466762484415
T1188731,58770.17539577555
T1188732,30019.487311319077
T1188733,49644.39378026512
T1188734,58770.17539577555
T1188735,19591.78602773915
T1188736,24981.740077326893
T1188737,30019.487311319077
T1188738,19591.78602773915
T1188739,34396.38874665431
T1188740,34396.38874665431
T1188741,34396.38874665431
T1188742,49644.39378026512
T1188743,34396.38874665431
T1188744,39286.466762484415
T1188745,58770.17539577555
T1188746,39286.466762484415
T1188747,34396.38874665431
T1188748,48412.248377994845
T1188749,30019.487311319077
T1188750,30019.487311319077
T1188751,58770.17539577555
T1188752,19591.78602773915
T1188753,58770.17539577555
T1188754,34396.38874665431
T1188755,48412.248377994845
T1188756,34396.38874665431
T1188757,34396.38874665431
T1188758,58770.17539577555
T1188759,58770.17539577555
T1188760,39286.466762484415
T1188761,34396.38874665431
T1188762,58770.17539577555
T1188763,48412.248377994845
T1188764,19591.78602773915
T1188765,44754.315764435014
T1188766,34396.38874665431
T1188767,34396.38874665431
T1188768,26987.041374753087
T1188769,26987.041374753087
T1188770,58770.17539577555
T1188771,48412.248377994845
T1188772,34396.38874665431
T1188773,58770.17539577555
T1188774,39286.466762484415
T1188775,34396.38874665431
T1188776,26987.041374753087
T1188777,21949.2941407609
T1188778,19591.78602773915
T1188779,48412.248377994845
T1188780,44754.315764435014
T1188781,34396.38874665431
T1188782,48412.248377994845
T1188783,30019.487311319077
T1188784,24981.740077326893
T1188785,30019.487311319077
T1188786,48412.248377994845
T1188787,39286.466762484415
T1188788,34396.38874665431
T1188789,19591.78602773915
T1188790,30019.487311319077
T1188791,34396.38874665431
T1188792,26987.041374753087
T1188793,49644.39378026512
T1188794,34396.38874665431
T1188795,34909.56532714918
T1188796,30019.487311319077
T1188797,58770.17539577555
T1188798,39286.466762484415
T1188799,21949.2941407609
T1188800,60505.080082610075
T1188801,29358.64151266212
T1188802,24981.740077326893
T1188803,30019.487311319077
T1188804,29358.64151266212
T1188805,34396.38874665431
T1188806,30019.487311319077
T1188807,30019.487311319077
T1188808,34396.38874665431
T1188809,49644.39378026512
T1188810,24981.740077326893
T1188811,26987.041374753087
T1188812,34396.38874665431
T1188813,24981.740077326893
T1188814,34396.38874665431
T1188815,24629.533261731332
T1188816,34396.38874665431
T1188817,34396.38874665431
T1188818,30019.487311319077
T1188819,58770.17539577555
T1188820,39286.466762484415
T1188821,30019.487311319077
T1188822,44754.315764435014
T1188823,58770.17539577555
T1188824,58770.17539577555
T1188825,48412.248377994845
T1188826,49644.39378026512
T1188827,34396.38874665431
T1188828,34396.38874665431
T1188829,34396.38874665431
T1188830,19591.78602773915
T1188831,48412.248377994845
T1188832,34396.38874665431
T1188833,39286.466762484415
T1188834,24629.533261731332
T1188835,34396.38874665431
T1188836,24981.740077326893
T1188837,34909.56532714918
T1188838,24629.533261731332
T1188839,19591.78602773915
T1188840,24981.740077326893
T1188841,44754.315764435014
T1188842,34396.38874665431
T1188843,34396.38874665431
T1188844,44754.315764435014
T1188845,39286.466762484415
T1188846,30019.487311319077
T1188847,39286.466762484415
T1188848,34396.38874665431
T1188849,30019.487311319077
T1188850,48412.248377994845
T1188851,49644.39378026512
T1188852,48412.248377994845
T1188853,34396.38874665431
T1188854,34396.38874665431
T1188855,34396.38874665431
T1188856,26987.041374753087
T1188857,39286.466762484415
T1188858,48412.248377994845
T1188859,44754.315764435014
T1188860,49644.39378026512
T1188861,34396.38874665431
T1188862,30019.487311319077
T1188863,19591.78602773915
T1188864,48412.248377994845
T1188865,34396.38874665431
T1188866,34396.38874665431
T1188867,34396.38874665431
T1188868,34396.38874665431
T1188869,24981.740077326893
T1188870,24981.740077326893
T1188871,44754.315764435014
T1188872,30019.487311319077
T1188873,34396.38874665431
T1188874,34396.38874665431
T1188875,58770.17539577555
T1188876,34396.38874665431
T1188877,34396.38874665431
T1188878,34396.38874665431
T1188879,24629.533261731332
T1188880,58770.17539577555
T1188881,34396.38874665431
T1188882,58770.17539577555
T1188883,49644.39378026512
T1188884,58770.17539577555
T1188885,39286.466762484415
T1188886,26987.041374753087
T1188887,29358.64151266212
T1188888,30019.487311319077
T1188889,19591.78602773915
T1188890,49644.39378026512
T1188891,24981.740077326893
T1188892,34396.38874665431
T1188893,24981.740077326893
T1188894,70863.00710039078
T1188895,34396.38874665431
T1188896,29358.64151266212
T1188897,34396.38874665431
T1188898,70863.00710039078
T1188899,34396.38874665431
T1188900,34396.38874665431
T1188901,34396.38874665431
T1188902,58770.17539577555
T1188903,58770.17539577555
T1188904,44754.315764435014
T1188905,26987.041374753087
T1188906,34396.38874665431
T1188907,21949.2941407609
T1188908,34396.38874665431
T1188909,58770.17539577555
T1188910,34396.38874665431
T1188911,48412.248377994845
T1188912,58770.17539577555
T1188913,70863.00710039078
T1188914,34396.38874665431
T1188915,24981.740077326893
T1188916,34396.38874665431
T1188917,48412.248377994845
T1188918,24981.740077326893
T1188919,48412.248377994845
T1188920,34396.38874665431
T1188921,48412.248377994845
T1188922,21949.2941407609
T1188923,39286.466762484415
T1188924,34396.38874665431
T1188925,19591.78602773915
T1188926,58770.17539577555
T1188927,58770.17539577555
T1188928,46489.22045126953
T1188929,34396.38874665431
T1188930,58770.17539577555
T1188931,29358.64151266212
T1188932,60505.080082610075
T1188933,30019.487311319077
T1188934,34396.38874665431
T1188935,24981.740077326893
T1188936,34909.56532714918
T1188937,30019.487311319077
T1188938,30019.487311319077
T1188939,39286.466762484415
T1188940,39286.466762484415
T1188941,58770.17539577555
T1188942,30019.487311319077
T1188943,34396.38874665431
T1188944,44754.315764435014
T1188945,58770.17539577555
T1188946,48412.248377994845
T1188947,21949.2941407609
T1188948,19591.78602773915
T1188949,44754.315764435014
T1188950,34396.38874665431
T1188951,49644.39378026512
T1188952,26987.041374753087
T1188953,24981.740077326893
T1188954,34396.38874665431
T1188955,46489.22045126953
T1188956,44754.315764435014
T1188957,34396.38874665431
T1188958,48412.248377994845
T1188959,70863.00710039078
T1188960,58770.17539577555
T1188961,49644.39378026512
T1188962,34396.38874665431
T1188963,58770.17539577555
T1188964,34396.38874665431
T1188965,58770.17539577555
T1188966,30019.487311319077
T1188967,34396.38874665431
T1188968,58770.17539577555
T1188969,44754.315764435014
T1188970,58770.17539577555
T1188971,39286.466762484415
T1188972,21949.2941407609
T1188973,34396.38874665431
T1188974,70863.00710039078
T1188975,58770.17539577555
T1188976,34396.38874665431
T1188977,39286.466762484415
T1188978,19591.78602773915
T1188979,58770.17539577555
T1188980,58770.17539577555
T1188981,34396.38874665431
T1188982,34396.38874665431
T1188983,39286.466762484415
T1188984,34396.38874665431
T1188985,24981.740077326893
T1188986,39286.466762484415
T1188987,44754.315764435014
T1188988,58770.17539577555
T1188989,34396.38874665431
T1188990,39286.466762484415
T1188991,24629.533261731332
T1188992,34396.38874665431
T1188993,30019.487311319077
T1188994,29358.64151266212
T1188995,19591.78602773915
T1188996,51379.29846709964
T1188997,34396.38874665431
T1188998,49644.39378026512
T1188999,24981.740077326893
T1189000,21949.2941407609
T1189001,34396.38874665431
T1189002,24629.533261731332
T1189003,58770.17539577555
T1189004,58770.17539577555
T1189005,19591.78602773915
T1189006,26987.041374753087
T1189007,34396.38874665431
T1189008,58770.17539577555
T1189009,24981.740077326893
T1189010,30019.487311319077
T1189011,58770.17539577555
T1189012,58770.17539577555
T1189013,30019.487311319077
T1189014,31684.617732354374
T1189015,29358.64151266212
T1189016,58770.17539577555
T1189017,34396.38874665431
T1189018,30019.487311319077
T1189019,34396.38874665431
T1189020,39286.466762484415
T1189021,49644.39378026512
T1189022,30019.487311319077
T1189023,34396.38874665431
T1189024,30019.487311319077
T1189025,26987.041374753087
T1189026,58770.17539577555
T1189027,34396.38874665431
T1189028,58770.17539577555
T1189029,19591.78602773915
T1189030,30019.487311319077
T1189031,48412.248377994845
T1189032,24629.533261731332
T1189033,34396.38874665431
T1189034,58770.17539577555
T1189035,30019.487311319077
T1189036,48412.248377994845
T1189037,30019.487311319077
T1189038,34396.38874665431
T1189039,34396.38874665431
T1189040,29358.64151266212
T1189041,48412.248377994845
T1189042,49644.39378026512
T1189043,48412.248377994845
T1189044,34396.38874665431
T1189045,58770.17539577555
T1189046,29358.64151266212
T1189047,49644.39378026512
T1189048,34396.38874665431
T1189049,39286.466762484415
T1189050,30019.487311319077
T1189051,34396.38874665431
T1189052,39286.466762484415
T1189053,34396.38874665431
T1189054,58770.17539577555
T1189055,58770.17539577555
T1189056,34909.56532714918
T1189057,34396.38874665431
T1189058,58770.17539577555
T1189059,48412.248377994845
T1189060,34396.38874665431
T1189061,70863.00710039078
T1189062,34396.38874665431
T1189063,58770.17539577555
T1189064,34396.38874665431
T1189065,49644.39378026512
T1189066,34396.38874665431
T1189067,34396.38874665431
T1189068,30019.487311319077
T1189069,30019.487311319077
T1189070,48412.248377994845
T1189071,30019.487311319077
T1189072,34396.38874665431
T1189073,58770.17539577555
T1189074,21949.2941407609
T1189075,34396.38874665431
T1189076,58770.17539577555
T1189077,26987.041374753087
T1189078,34396.38874665431
T1189079,39286.466762484415
T1189080,30019.487311319077
T1189081,58770.17539577555
T1189082,44754.315764435014
T1189083,58770.17539577555
T1189084,30019.487311319077
T1189085,34396.38874665431
T1189086,34396.38874665431
T1189087,34396.38874665431
T1189088,39286.466762484415
T1189089,34396.38874665431
T1189090,34396.38874665431
T1189091,34396.38874665431
T1189092,34396.38874665431
T1189093,34396.38874665431
T1189094,24981.740077326893
T1189095,58770.17539577555
T1189096,46489.22045126953
T1189097,34396.38874665431
T1189098,26987.041374753087
T1189099,34396.38874665431
T1189100,58770.17539577555
T1189101,30019.487311319077
T1189102,39286.466762484415
T1189103,34396.38874665431
T1189104,58770.17539577555
T1189105,51379.29846709964
T1189106,31684.617732354374
T1189107,39286.466762484415
T1189108,34396.38874665431
T1189109,46489.22045126953
T1189110,48412.248377994845
T1189111,34396.38874665431
T1189112,34396.38874665431
T1189113,21949.2941407609
T1189114,26987.041374753087
T1189115,34396.38874665431
T1189116,58770.17539577555
T1189117,26987.041374753087
T1189118,34396.38874665431
T1189119,24981.740077326893
T1189120,39286.466762484415
T1189121,19591.78602773915
T1189122,48412.248377994845
T1189123,30019.487311319077
T1189124,34396.38874665431
T1189125,34396.38874665431
T1189126,30019.487311319077
T1189127,49644.39378026512
T1189128,60505.080082610075
T1189129,34396.38874665431
T1189130,34396.38874665431
T1189131,58770.17539577555
T1189132,37074.57178194212
T1189133,21949.2941407609
T1189134,48412.248377994845
T1189135,34396.38874665431
T1189136,41451.47321727735
T1189137,24981.740077326893
T1189138,34396.38874665431
T1189139,30019.487311319077
T1189140,48412.248377994845
T1189141,44754.315764435014
T1189142,61737.22548488034
T1189143,30019.487311319077
T1189144,34909.56532714918
T1189145,30019.487311319077
T1189146,19591.78602773915
T1189147,39286.466762484415
T1189148,34396.38874665431
T1189149,46489.22045126953
T1189150,34396.38874665431
T1189151,34396.38874665431
T1189152,48412.248377994845
T1189153,60505.080082610075
T1189154,60505.080082610075
T1189155,39286.466762484415
T1189156,58770.17539577555
T1189157,34396.38874665431
T1189158,58770.17539577555
T1189159,34396.38874665431
T1189160,24981.740077326893
T1189161,39079.87307936831
T1189162,34396.38874665431
T1189163,19591.78602773915
T1189164,34396.38874665431
T1189165,34396.38874665431
T1189166,30019.487311319077
T1189167,34396.38874665431
T1189168,48412.248377994845
T1189169,26987.041374753087
T1189170,34396.38874665431
T1189171,24981.740077326893
T1189172,70863.00710039078
T1189173,58770.17539577555
T1189174,21949.2941407609
T1189175,48412.248377994845
T1189176,34396.38874665431
T1189177,37074.57178194212
T1189178,30019.487311319077
T1189179,34396.38874665431
T1189180,34396.38874665431
T1189181,30019.487311319077
T1189182,58770.17539577555
T1189183,34396.38874665431
T1189184,24981.740077326893
T1189185,30019.487311319077
T1189186,48412.248377994845
T1189187,39286.466762484415
T1189188,34396.38874665431
T1189189,46489.22045126953
T1189190,44754.315764435014
T1189191,58770.17539577555
T1189192,58770.17539577555
T1189193,34396.38874665431
T1189194,34396.38874665431
T1189195,58770.17539577555
T1189196,34396.38874665431
T1189197,44754.315764435014
T1189198,44754.315764435014
T1189199,34396.38874665431
T1189200,30019.487311319077
T1189201,39286.466762484415
T1189202,37074.57178194212
T1189203,34396.38874665431
T1189204,58770.17539577555
T1189205,44754.315764435014
T1189206,30019.487311319077
T1189207,34396.38874665431
T1189208,39079.87307936831
T1189209,58770.17539577555
T1189210,44754.315764435014
T1189211,39286.466762484415
T1189212,58770.17539577555
T1189213,24981.740077326893
T1189214,44754.315764435014
T1189215,58770.17539577555
T1189216,34396.38874665431
T1189217,51379.29846709964
T1189218,39286.466762484415
T1189219,34396.38874665431
T1189220,49644.39378026512
T1189221,39286.466762484415
T1189222,21949.2941407609
T1189223,47002.397031764405
T1189224,34909.56532714918
T1189225,24981.740077326893
T1189226,58770.17539577555
T1189227,19591.78602773915
T1189228,49644.39378026512
T1189229,19591.78602773915
T1189230,58770.17539577555
T1189231,49644.39378026512
T1189232,30019.487311319077
T1189233,34396.38874665431
T1189234,46489.22045126953
T1189235,24629.533261731332
T1189236,58770.17539577555
T1189237,34396.38874665431
T1189238,34396.38874665431
T1189239,34396.38874665431
T1189240,49644.39378026512
T1189241,34396.38874665431
T1189242,49644.39378026512
T1189243,19591.78602773915
T1189244,19591.78602773915
T1189245,48412.248377994845
T1189246,34396.38874665431
T1189247,19591.78602773915
T1189248,34396.38874665431
T1189249,58770.17539577555
T1189250,58770.17539577555
T1189251,19591.78602773915
T1189252,39286.466762484415
T1189253,58770.17539577555
T1189254,44754.315764435014
T1189255,46489.22045126953
T1189256,19591.78602773915
T1189257,30019.487311319077
T1189258,60505.080082610075
T1189259,34396.38874665431
T1189260,34909.56532714918
T1189261,48412.248377994845
T1189262,39286.466762484415
T1189263,49644.39378026512
T1189264,39286.466762484415
T1189265,19591.78602773915
T1189266,70863.00710039078
T1189267,58770.17539577555
T1189268,24629.533261731332
T1189269,34396.38874665431
T1189270,34396.38874665431
T1189271,36722.36496634656
T1189272,34396.38874665431
T1189273,58770.17539577555
T1189274,34396.38874665431
T1189275,58770.17539577555
T1189276,58770.17539577555
T1189277,49644.39378026512
T1189278,36722.36496634656
T1189279,29358.64151266212
T1189280,34396.38874665431
T1189281,19591.78602773915
T1189282,34396.38874665431
T1189283,26987.041374753087
T1189284,58770.17539577555
T1189285,30019.487311319077
T1189286,34396.38874665431
T1189287,34396.38874665431
T1189288,58770.17539577555
T1189289,60505.080082610075
T1189290,24629.533261731332
T1189291,48412.248377994845
T1189292,49644.39378026512
T1189293,39286.466762484415
T1189294,29358.64151266212
T1189295,19591.78602773915
T1189296,48412.248377994845
T1189297,34396.38874665431
T1189298,58770.17539577555
T1189299,34396.38874665431
T1189300,39286.466762484415
T1189301,24981.740077326893
T1189302,34396.38874665431
T1189303,34396.38874665431
T1189304,30019.487311319077
T1189305,19591.78602773915
T1189306,39286.466762484415
T1189307,30019.487311319077
T1189308,34396.38874665431
T1189309,70863.00710039078
T1189310,34396.38874665431
T1189311,58770.17539577555
T1189312,19591.78602773915
T1189313,70863.00710039078
T1189314,60505.080082610075
T1189315,70863.00710039078
T1189316,19591.78602773915
T1189317,44754.315764435014
T1189318,58770.17539577555
T1189319,49644.39378026512
T1189320,34396.38874665431
T1189321,58770.17539577555
T1189322,26987.041374753087
T1189323,30019.487311319077
T1189324,49644.39378026512
T1189325,19591.78602773915
T1189326,34396.38874665431
T1189327,34396.38874665431
T1189328,39286.466762484415
T1189329,46489.22045126953
T1189330,49644.39378026512
T1189331,30019.487311319077
T1189332,48412.248377994845
T1189333,37074.57178194212
T1189334,34396.38874665431
T1189335,39286.466762484415
T1189336,30019.487311319077
T1189337,30019.487311319077
T1189338,24629.533261731332
T1189339,24981.740077326893
T1189340,34396.38874665431
T1189341,44754.315764435014
T1189342,58770.17539577555
T1189343,24981.740077326893
T1189344,34396.38874665431
T1189345,48412.248377994845
T1189346,34396.38874665431
T1189347,34396.38874665431
T1189348,34396.38874665431
T1189349,58770.17539577555
T1189350,30019.487311319077
T1189351,46489.22045126953
T1189352,34396.38874665431
T1189353,34396.38874665431
T1189354,26987.041374753087
T1189355,58770.17539577555
T1189356,58770.17539577555
T1189357,30019.487311319077
T1189358,58770.17539577555
T1189359,70863.00710039078
T1189360,70863.00710039078
T1189361,58770.17539577555
T1189362,21949.2941407609
T1189363,61737.22548488034
T1189364,26987.041374753087
T1189365,39286.466762484415
T1189366,29358.64151266212
T1189367,30019.487311319077
T1189368,34396.38874665431
T1189369,29358.64151266212
T1189370,34396.38874665431
T1189371,21949.2941407609
T1189372,42112.31901593431
T1189373,48412.248377994845
T1189374,29358.64151266212
T1189375,49644.39378026512
T1189376,58770.17539577555
T1189377,39286.466762484415
T1189378,58770.17539577555
T1189379,34396.38874665431
T1189380,44754.315764435014
T1189381,44754.315764435014
T1189382,49644.39378026512
T1189383,34396.38874665431
T1189384,70863.00710039078
T1189385,48412.248377994845
T1189386,34396.38874665431
T1189387,48412.248377994845
T1189388,58770.17539577555
T1189389,48412.248377994845
T1189390,48412.248377994845
T1189391,30019.487311319077
T1189392,26987.041374753087
T1189393,29358.64151266212
T1189394,42112.31901593431
T1189395,34396.38874665431
T1189396,34396.38874665431
T1189397,58770.17539577555
T1189398,29358.64151266212
T1189399,46489.22045126953
T1189400,58770.17539577555
T1189401,58770.17539577555
T1189402,19591.78602773915
T1189403,30019.487311319077
T1189404,34396.38874665431
T1189405,42112.31901593431
T1189406,21949.2941407609
T1189407,24629.533261731332
T1189408,21949.2941407609
T1189409,39286.466762484415
T1189410,34396.38874665431
T1189411,70863.00710039078
T1189412,58770.17539577555
T1189413,58770.17539577555
T1189414,34396.38874665431
T1189415,24981.740077326893
